p1                        p2     rg      se       z       p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
sbp_ukb_v1_2016.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz -0.0187  0.0285 -0.6581  0.5105  0.1696     0.0179  0.9545     0.0229   -0.0427       0.0055
sbp_ukb_v1_2016.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz  0.0961  0.0292  3.2886  0.001  0.1588     0.0187  0.9601      0.021    0.0351        0.005
sbp_ukb_v1_2016.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz  0.0358  0.0298  1.2024  0.2292  0.1562     0.0179  1.0155     0.0301    0.0187       0.0058
sbp_ukb_v1_2016.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz  0.0317  0.0323  0.9792  0.3275  0.1297     0.0121  1.0121     0.0243    0.0651       0.0058
sbp_ukb_v1_2016.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz -0.0933  0.0259 -3.6033  0.0003  0.2365     0.0346  0.8091     0.0262     0.005       0.0054
sbp_ukb_v1_2016.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.1276  0.0246 -5.1912  2.0898e-07  0.3414     0.0171    1.23     0.0302   -0.0002       0.0076
sbp_ukb_v1_2016.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz  0.0333  0.0334  0.9981  0.3182   0.129     0.0115  1.0108     0.0234    0.0661       0.0058
sbp_ukb_v1_2016.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz  0.0251  0.0343  0.733  0.4635   0.165     0.0181  1.0216     0.0408    0.0375       0.0065
sbp_ukb_v1_2016.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz  0.0187  0.0342  0.5466  0.5846  0.1649     0.0176  1.0204     0.0409    0.0273       0.0065
sbp_ukb_v1_2016.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz -0.1296  0.0486 -2.6675  0.0076  0.2447     0.0276  1.0238     0.0082  5.1550e-05       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
sbp_ukb_v1_2016.txt.sumstats.gz  input.sumstats.gz -0.0099  0.0502 -0.1978  0.8432  0.0765      0.019  1.0239     0.0112    0.0012       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.1738  0.0289 -6.025  1.6916e-09   0.301     0.0119  1.0472     0.0109    0.0015       0.0058
sbp_ukb_v1_2016.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.191  0.037 -5.1691  2.3519e-07  0.1949     0.0106  1.0156      0.008    -0.012       0.0053
sbp_ukb_v1_2016.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz  0.0205  0.0335  0.61  0.5419  0.1174     0.0139   1.025     0.0366    0.0105       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz -0.0042  0.029 -0.1462  0.8838  0.2054     0.0476  0.8752     0.0504  5.5647e-05       0.0048
sbp_ukb_v1_2016.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz  0.0453  0.029  1.5632  0.118  0.1786     0.0145  0.9726     0.0211     0.006       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz -0.0383  0.0284 -1.3514  0.1766  0.1438     0.0111  0.9686     0.0156   -0.0229       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz -0.0376  0.0304 -1.2352  0.2167  0.2206     0.0251  0.9997     0.0377   -0.0095       0.0063
sbp_ukb_v1_2016.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz  0.0074  0.0329  0.2234  0.8233   0.092     0.0103  0.9834     0.0182    0.0001       0.0048
sbp_ukb_v1_2016.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz -0.0361  0.0293 -1.231  0.2183  0.2362      0.025  0.9959     0.0343   -0.0147       0.0065
sbp_ukb_v1_2016.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz  0.0124  0.0641  0.1935  0.8465  0.1705     0.0263  1.0059     0.0062   -0.0037       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz  0.0464  0.0294  1.5779  0.1146  0.1864     0.0217  1.0475     0.0339    0.0111       0.0055
sbp_ukb_v1_2016.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz -0.0214  0.0292 -0.7352  0.4622  0.1691     0.0208  1.0335     0.0351   -0.0136       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.023  0.0273  0.8437  0.3988   0.262     0.0383  1.0035     0.0474   -0.0077       0.0055
sbp_ukb_v1_2016.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz  0.0946  0.0292  3.2441  0.0012  0.1623     0.0179  0.9636     0.0205    0.0349       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz -0.0015  0.034 -0.0443  0.9646  0.0882     0.0074  0.9913     0.0117   -0.0231       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz  0.097  0.0289  3.3606  0.0008   0.158     0.0186  0.9578     0.0207    0.0374       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz  0.0948  0.029  3.2688  0.0011  0.1583     0.0185    0.96     0.0208    0.0355       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz  0.0426  0.029  1.4669  0.1424  0.1387     0.0117  0.9573     0.0163    0.0312       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz  0.0194  0.029  0.6697  0.503  0.1589     0.0166  0.9526     0.0206    0.0409       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz  0.098  0.0274  3.5733  0.0004  0.2042     0.0172  1.0108     0.0247    0.0157       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  pdw_cam_2016.txt.sumstats.gz -0.0187  0.0312 -0.6004  0.5482   0.167     0.0209  0.9909     0.0315    0.0091       0.0054
sbp_ukb_v1_2016.txt.sumstats.gz  plt_cam_2016.txt.sumstats.gz  0.0679  0.0269  2.5193  0.0118  0.2285     0.0183  0.9949     0.0267    0.0171       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  ra_okada_2014.txt.sumstats.gz  0.0653  0.0373  1.7498  0.0801  0.1137     0.0208  0.9433     0.0123   -0.0081       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  rbc_cam_2016.txt.sumstats.gz  0.0391  0.0284  1.3771  0.1685  0.1849      0.017  1.0055     0.0253    0.0676       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  rdw_cam_2016.txt.sumstats.gz  0.0287  0.0297  0.9656  0.3343  0.1858     0.0222  0.9644     0.0285   -0.0094       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  ret_cam_2016.txt.sumstats.gz  0.0299  0.0345  0.8661  0.3864  0.1696     0.0194   1.014     0.0413    0.0435       0.0064
sbp_ukb_v1_2016.txt.sumstats.gz  ret_p_cam_2016.txt.sumstats.gz  0.0221  0.0344  0.6428  0.5204   0.169     0.0191  1.0098     0.0413    0.0299       0.0065
sbp_ukb_v1_2016.txt.sumstats.gz  sbp_ukb_v1_2016.txt.sumstats.gz  1.0  9.2468e-07  1.0815e+06  0.0  0.1231     0.0076  1.0201     0.0075    1.0201       0.0075
sbp_ukb_v1_2016.txt.sumstats.gz  scz_pgc_2014.txt.sumstats.gz -0.058  0.0268 -2.1645  0.0304  0.2439     0.0086  1.0364     0.0108     0.001       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  t2d_diagram_2017.txt.sumstats.gz  0.278  0.0404  6.884  5.8203e-12  0.0785     0.0056  0.9971     0.0097   -0.0002       0.0053
sbp_ukb_v1_2016.txt.sumstats.gz  tg_glgc_2013.txt.sumstats.gz  0.1271  0.027  4.7172  2.3905e-06  0.2691     0.0562  0.7556     0.0336    -0.006       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  uc_iibdgc_2015.txt.sumstats.gz -0.0476  0.0463 -1.0289  0.3035  0.2597     0.0323  1.0465     0.0099    0.0046       0.0058
sbp_ukb_v1_2016.txt.sumstats.gz  ukbEUR_IPAQG_cojo.txt.sumstats.gz  0.066  0.0356  1.8533  0.0638  0.0372     0.0018  1.0138     0.0078   -0.0075       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  ukbEUR_SI_cojo.txt.sumstats.gz -0.0449  0.0281 -1.5952  0.1107   0.099     0.0035   1.032     0.0112   -0.0056       0.0066
sbp_ukb_v1_2016.txt.sumstats.gz  wbc_cam_2016.txt.sumstats.gz  0.0982  0.0295  3.3306  0.0009  0.1766     0.0168  0.9664     0.0199    0.0324       0.0053
sbp_ukb_v1_2016.txt.sumstats.gz  well_being_ssgac_2016.txt.sumstats.gz  0.0346  0.0491  0.7047  0.481  0.0369      0.003  1.0009     0.0071    0.0054       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  well_being_ssgac_2016_pruned.txt.sumstats.gz  0.0406  0.268  0.1514  0.8797  0.1829     0.0169  7.2466      0.059    0.0226       0.0953
sbp_ukb_v1_2016.txt.sumstats.gz  whr_giant_2015.txt.sumstats.gz  0.1765  0.0373  4.7342  2.1995e-06  0.1012     0.0063  0.8296     0.0078    0.0014       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  whradjbmi_giant_2015.txt.sumstats.gz  0.134  0.0377  3.5566  0.0004  0.0916     0.0076  0.8555     0.0094   -0.0009       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  AD_meta2.smy.sumstats.gz -0.01  0.0636 -0.157  0.8752  0.0073     0.0053   1.081     0.0638     0.006       0.0083
ukbEUR_IPAQG_cojo.txt.sumstats.gz  GWAS_tanning_UKBB.ma.sumstats.gz  0.0068  0.0214  0.3184  0.7502  0.1548     0.0701  1.0037     0.0506    0.0221        0.005
ukbEUR_IPAQG_cojo.txt.sumstats.gz  MEGASTROKE.1.AS.TRANS.out.sumstats.gz -0.1036  0.0444 -2.3305  0.0198  0.0126     0.0012  1.0441     0.0072     0.003       0.0054
ukbEUR_IPAQG_cojo.txt.sumstats.gz  META_ANALYSIS_10K23_beta_se_correctGC1_pdgene_sharing_280317.ma.sumstats.gz  0.064  0.0477  1.3414  0.1798  0.0595     0.0093  0.9753      0.009    0.0011        0.006
ukbEUR_IPAQG_cojo.txt.sumstats.gz  alzheimers_igap_2013.txt.sumstats.gz -0.02  0.0753 -0.265  0.791  0.0411     0.0231  1.0705     0.0335    0.0054       0.0066
ukbEUR_IPAQG_cojo.txt.sumstats.gz  amd_csg_2016.txt.sumstats.gz -0.0522  0.0337 -1.5492  0.1213  0.3707      0.158  0.9245     0.0374    0.0012       0.0053
ukbEUR_IPAQG_cojo.txt.sumstats.gz  asd_robinson_2015.txt.sumstats.gz  0.0727  0.0544  1.3382  0.1808  0.1568     0.0175  0.9656     0.0069   -0.0069       0.0053
ukbEUR_IPAQG_cojo.txt.sumstats.gz  baso_cam_2016.txt.sumstats.gz -0.0287  0.0391 -0.7335  0.4632   0.071     0.0097  0.9989      0.018   -0.0071       0.0058
ukbEUR_IPAQG_cojo.txt.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz -0.0388  0.0279 -1.3922  0.1638  0.1583     0.0188  0.9581     0.0216   -0.0252       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz -0.0149  0.042 -0.3558  0.722  0.0546     0.0095  1.0048     0.0189     0.003       0.0058
ukbEUR_IPAQG_cojo.txt.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz  0.0006  0.0393  0.0152  0.9879  0.0566     0.0089  1.0008     0.0169    0.0045       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  bip_pgc_2014.txt.sumstats.gz  0.1057  0.0446  2.3702  0.0178  0.3817      0.032  1.0215      0.008   -0.0055       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  bmi_giant_2015.txt.sumstats.gz -0.1151  0.0229 -5.0348  4.7845e-07  0.1386     0.0076  0.6427     0.0098   -0.0039       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz -0.11  0.0328 -3.3488  0.0008   0.067     0.0049  0.8857     0.0082   -0.0026       0.0048
ukbEUR_IPAQG_cojo.txt.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz -0.0739  0.0361 -2.049  0.0405  0.3813     0.0452  1.0208     0.0108    0.0047       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz -0.1404  0.0529 -2.6515  0.008  0.0218     0.0042   1.004     0.0079   -0.0023       0.0052
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz -0.1748  0.0403 -4.3387  1.4332e-05  0.0562     0.0062  1.0061     0.0097   -0.0026       0.0055
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz -0.0683  0.0537 -1.2724  0.2032  0.0256     0.0044   0.997     0.0081   -0.0049       0.0052
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz -0.2044  0.0508 -4.0248  5.7029e-05  0.0313     0.0035  0.9966     0.0072   -0.0113       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.2546  0.0557 -4.569  4.9006e-06  0.0235     0.0032  1.0074     0.0067    -0.007       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz  0.0679  0.0968  0.7019  0.4828  0.0172     0.0088   1.002     0.0068   -0.0013       0.0047
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz -0.233  0.0397 -5.8624  4.5624e-09  0.0521     0.0043  1.0411     0.0084   -0.0097       0.0054
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz -0.1448  0.0379 -3.8251  0.0001  0.0691     0.0082  1.0293      0.018   -0.0184       0.0059
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz -0.1397  0.0787 -1.7748  0.0759  0.0097     0.0031  1.0006     0.0063   -0.0009       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz -0.0765  0.0622 -1.2299  0.2187  0.0173     0.0036  1.0092     0.0067    0.0003       0.0053
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz -0.1595  0.0302 -5.2804  1.2891e-07  0.1235     0.0059  1.0156       0.01   -0.0149       0.0055
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz -0.1263  0.0839 -1.5054  0.1322    0.01     0.0028  0.9932     0.0067   -0.0004       0.0049
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz -0.2009  0.1221 -1.6449  0.1  0.0046     0.0027  1.0054     0.0065   -0.0005        0.005
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz -0.274  0.0866 -3.1626  0.0016    0.01     0.0028  1.0011     0.0067   -0.0029       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz -0.1327  0.0771 -1.7206  0.0853  0.0134     0.0079  1.0065     0.0116    0.0058       0.0053
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz -0.1106  0.0495 -2.2363  0.0253  0.0329     0.0037  1.0194     0.0075   -0.0187       0.0054
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz  0.0687  0.0541  1.2695  0.2043  0.0245     0.0034  1.0097     0.0074   -0.0114       0.0054
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz -0.2173  0.1092 -1.9905  0.0465  0.0063     0.0028  1.0003     0.0062   -0.0073       0.0046
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz -0.0752  0.0712 -1.0567  0.2907  0.0166      0.003  1.0085     0.0064   -0.0024        0.005
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz -0.256  0.0947 -2.7035  0.0069  0.0078     0.0028   1.012     0.0065   -0.0045        0.005
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.212  0.1257 -1.686  0.0918  0.0053      0.003  0.9989     0.0066    0.0072       0.0055
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz -0.2971  0.0358 -8.2988  1.0514e-16  0.0811     0.0045  1.0308     0.0082   -0.0309       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.0695  0.0674  1.0307  0.3027  0.0163     0.0032   1.014     0.0079     0.005       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz -0.043  0.0358 -1.2017  0.2295  0.1342     0.0081  1.0145     0.0087   -0.0156       0.0058
ukbEUR_IPAQG_cojo.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz -0.1364  0.0434 -3.1414  0.0017  0.0474     0.0039  0.9992     0.0077   -0.0305        0.006
ukbEUR_IPAQG_cojo.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz  0.1461  0.0284  5.1506  2.5972e-07  0.1127      0.004  0.9294     0.0096    0.0128       0.0066
ukbEUR_IPAQG_cojo.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz -0.1597  0.4386 -0.364  0.7158  0.4265     0.0609  12.7391     0.3566    0.9193       0.4454
ukbEUR_IPAQG_cojo.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz -0.0405  0.0254 -1.5956  0.1106   0.174     0.0202  0.9592     0.0263   -0.0101       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz -0.0371  0.0253 -1.4673  0.1423  0.1829     0.0215  0.9543     0.0282   -0.0101       0.0057
ukbEUR_IPAQG_cojo.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz -0.0254  0.0262 -0.9698  0.3321  0.1772     0.0204  0.9526     0.0272   -0.0022       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz -0.0153  0.0264 -0.579  0.5626  0.1715     0.0191  0.9504     0.0254    0.0001       0.0055
ukbEUR_IPAQG_cojo.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz -0.0417  0.0277 -1.5042  0.1325  0.1585     0.0186  0.9608     0.0216   -0.0257       0.0052
ukbEUR_IPAQG_cojo.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz -0.0165  0.0265 -0.6213  0.5344  0.1547     0.0176  1.0179     0.0304   -0.0058       0.0054
ukbEUR_IPAQG_cojo.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz  0.0376  0.028  1.3402  0.1802  0.1311     0.0121  1.0081     0.0247   -0.0251       0.0055
ukbEUR_IPAQG_cojo.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz  0.0774  0.0287  2.6985  0.007  0.2391     0.0366  0.8031     0.0263    0.0032       0.0062
ukbEUR_IPAQG_cojo.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.0015  0.0218 -0.0671  0.9465  0.3432     0.0173  1.2202     0.0315    0.0047       0.0087
ukbEUR_IPAQG_cojo.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz  0.0311  0.0285  1.09  0.2757  0.1299     0.0113  1.0073     0.0241   -0.0191       0.0053
ukbEUR_IPAQG_cojo.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz -0.0484  0.0277 -1.7488  0.0803  0.1605      0.019  1.0349     0.0446   -0.0182       0.0067
ukbEUR_IPAQG_cojo.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz -0.058  0.0283 -2.0479  0.0406  0.1604     0.0186  1.0332     0.0449   -0.0132       0.0069
ukbEUR_IPAQG_cojo.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz  0.1006  0.0447  2.2522  0.0243  0.2483     0.0281   1.025     0.0085   -0.0017       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
ukbEUR_IPAQG_cojo.txt.sumstats.gz  input.sumstats.gz  0.2216  0.0542  4.0902  4.3097e-05  0.0758     0.0181  1.0247     0.0114    0.0059       0.0061
ukbEUR_IPAQG_cojo.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.141  0.0303 -4.6618  3.1338e-06  0.3017      0.012  1.0468     0.0111   -0.0046       0.0067
ukbEUR_IPAQG_cojo.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.1103  0.04 -2.7551  0.0059  0.1965     0.0107  1.0131     0.0082    -0.014       0.0059
ukbEUR_IPAQG_cojo.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz -0.0606  0.0314 -1.9296  0.0537  0.1145     0.0143  1.0323     0.0392   -0.0108       0.0067
ukbEUR_IPAQG_cojo.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz -0.069  0.0323 -2.1329  0.0329  0.1985     0.0492  0.8875     0.0629    0.0084       0.0073
ukbEUR_IPAQG_cojo.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz  0.003  0.0248  0.1198  0.9046  0.1836     0.0142  0.9654     0.0202   -0.0108       0.0057
ukbEUR_IPAQG_cojo.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz  0.0372  0.0269  1.3844  0.1662  0.1452     0.0111  0.9705     0.0166    0.0117       0.0053
ukbEUR_IPAQG_cojo.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz -0.0234  0.0249 -0.9383  0.3481  0.2209     0.0249  1.0003     0.0398    0.0247       0.0062
ukbEUR_IPAQG_cojo.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz -0.0191  0.029 -0.6597  0.5095  0.0922     0.0111  0.9829     0.0185    0.0179       0.0049
ukbEUR_IPAQG_cojo.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz -0.0246  0.0255 -0.9653  0.3344  0.2357     0.0247  0.9977     0.0363     0.022       0.0064
ukbEUR_IPAQG_cojo.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz -0.0312  0.0608 -0.5129  0.608  0.1689     0.0257  1.0059     0.0065    0.0018        0.005
ukbEUR_IPAQG_cojo.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz -0.0115  0.0246 -0.4659  0.6413  0.1861     0.0213  1.0483     0.0346    -0.019       0.0059
ukbEUR_IPAQG_cojo.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz  0.0098  0.0257  0.3814  0.7029  0.1684     0.0204  1.0343     0.0352    0.0006       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.0238  0.0236  1.0058  0.3145  0.2607     0.0396  1.0049     0.0498   -0.0007       0.0061
ukbEUR_IPAQG_cojo.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz -0.0421  0.0277 -1.5228  0.1278  0.1622      0.018  0.9641     0.0211   -0.0264       0.0053
ukbEUR_IPAQG_cojo.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz -0.1095  0.0443 -2.4738  0.0134  0.0907     0.0079  0.9834     0.0128   -0.0235       0.0073
ukbEUR_IPAQG_cojo.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz -0.0408  0.0279 -1.4639  0.1432  0.1577     0.0186  0.9588     0.0213   -0.0247       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz -0.043  0.0277 -1.5529  0.1205   0.158     0.0184   0.961     0.0215   -0.0255       0.0052
ukbEUR_IPAQG_cojo.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz -0.0275  0.0269 -1.0241  0.3058  0.1392     0.0114  0.9594     0.0176   -0.0108       0.0051
ukbEUR_IPAQG_cojo.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz  0.0187  0.0267  0.7018  0.4828  0.1605     0.0176  0.9493     0.0228   -0.0029       0.0054
ukbEUR_IPAQG_cojo.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz -0.0227  0.0251 -0.9035  0.3663   0.203     0.0167  1.0121     0.0257   -0.0158       0.0057
ukbEUR_IPAQG_cojo.txt.sumstats.gz  pdw_cam_2016.txt.sumstats.gz  0.0021  0.0268  0.0802  0.9361  0.1652     0.0206   0.993     0.0329   -0.0041       0.0058
ukbEUR_IPAQG_cojo.txt.sumstats.gz  plt_cam_2016.txt.sumstats.gz -0.0289  0.025 -1.1537  0.2486  0.2265     0.0185  0.9986     0.0276   -0.0118       0.0058
ukbEUR_IPAQG_cojo.txt.sumstats.gz  ra_okada_2014.txt.sumstats.gz -0.0876  0.0393 -2.2275  0.0259  0.1157     0.0206  0.9412     0.0128     0.002       0.0054
ukbEUR_IPAQG_cojo.txt.sumstats.gz  rbc_cam_2016.txt.sumstats.gz  0.0436  0.0256  1.7003  0.0891  0.1857     0.0181  1.0032     0.0258   -0.0337       0.0061
ukbEUR_IPAQG_cojo.txt.sumstats.gz  rdw_cam_2016.txt.sumstats.gz -0.0343  0.0283 -1.2106  0.226  0.1883     0.0233  0.9634     0.0303   -0.0074       0.0067
ukbEUR_IPAQG_cojo.txt.sumstats.gz  ret_cam_2016.txt.sumstats.gz -0.0324  0.0268 -1.2122  0.2254  0.1658     0.0201  1.0257     0.0443   -0.0199       0.0062
ukbEUR_IPAQG_cojo.txt.sumstats.gz  ret_p_cam_2016.txt.sumstats.gz -0.0455  0.0276 -1.6508  0.0988  0.1651     0.0199  1.0212     0.0446   -0.0124       0.0063
